orderId:ID(Order),OrderDate,RequiredDate,ShippedDate,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,CustomerName,LastName,FirstName,ShipperName,labels:LABEL
200,2025-10-05 05:17:23,2025-10-13 05:17:23,2025-10-10 05:17:23,295.57,Ellis-WilkinsHome Automation Company,"3879 Dan Mountain
New Melissa, NH 66573",Bruceborough,Rhode Island,17724,United States,Ellis-WilkinsHome Automation Company,Watson,Michael,Amazon Logistics,Order
201,2024-10-20 08:03:55,2024-10-27 08:03:55,2024-10-24 08:03:55,471.83,"Blankenship, Oneal and PerezTechnology Startup","27319 Malone Cape Suite 494
Jaredfurt, VA 90717",Cookhaven,Idaho,13267,United States,"Blankenship, Oneal and PerezTechnology Startup",Williams,Tiffany,FedEx,Order
202,2025-11-22 20:15:57,2025-12-01 20:15:57,2025-11-23 20:15:57,485.63,Hicks-HendersonHome Improvement Store,"3122 Brooks Falls
Lake Robert, FL 33407",Laurenchester,Oklahoma,68703,United States,Hicks-HendersonHome Improvement Store,Reynolds,Michael,DHL Express,Order
203,2024-07-18 21:56:33,2024-07-29 21:56:33,2024-07-22 21:56:33,43.68,Robinson GroupHome Improvement Store,"USS Henry
FPO AA 19576",Glassland,Indiana,62924,United States,Robinson GroupHome Improvement Store,Owens,Zachary,UPS,Order
204,2025-10-01 18:50:54,2025-10-07 18:50:54,2025-10-04 18:50:54,61.3,Hubbard-OneillSmart Home Installer,"797 Hendricks Mountain Suite 713
Nathanshire, VA 55477",East Donaldview,Kentucky,49506,United States,Hubbard-OneillSmart Home Installer,Williams,Tiffany,Pitney Bowes,Order
205,2026-01-12 17:10:22,2026-01-26 17:10:22,,273.14,Ramirez and SonsFacility Management Company,"PSC 6685, Box 5884
APO AE 98231",Lake Charles,New Hampshire,26750,United States,Ramirez and SonsFacility Management Company,Stephens,Nicholas,DHL Express,Order
206,2025-03-18 18:17:54,2025-03-24 18:17:54,2025-03-21 18:17:54,29.92,Ellis-WilkinsHome Automation Company,"3879 Dan Mountain
New Melissa, NH 66573",Bruceborough,Rhode Island,17724,United States,Ellis-WilkinsHome Automation Company,Owens,Zachary,Pitney Bowes,Order
207,2025-06-12 00:18:25,2025-06-25 00:18:25,2025-06-13 00:18:25,457.07,Nelson-BryantE-commerce Company,"6384 Johnson Crescent Suite 868
Pattersonburgh, FM 52740",Marissaside,Michigan,56147,United States,Nelson-BryantE-commerce Company,Moreno,Jason,DHL Express,Order
208,2026-03-01 08:38:57,2026-03-08 08:38:57,2026-03-06 08:38:57,301.03,Curry LtdRetail Company,"Unit 0989 Box 6332
DPO AP 07758",West Nicholasport,New Mexico,8420,United States,Curry LtdRetail Company,Lowery,Ryan,UPS,Order
209,2024-09-25 19:13:22,2024-10-07 19:13:22,,333.92,Smith GroupOnline Marketplace Seller,"09044 Stephanie Summit Suite 494
West Valerie, CA 77895",Lake Jenniferbury,New Mexico,57548,United States,Smith GroupOnline Marketplace Seller,White,Dustin,USPS,Order
210,2024-06-28 20:22:21,2024-07-05 20:22:21,,422.16,Green-CastroOnline Marketplace Seller,"72584 Kristin Square Suite 535
New Jenniferfurt, VI 52392",North Angelashire,Oklahoma,38386,United States,Green-CastroOnline Marketplace Seller,Green,Kyle,USPS,Order
211,2025-09-27 17:30:05,2025-10-10 17:30:05,2025-09-28 17:30:05,110.41,Carter PLCSmart Home Installer,"45285 Jodi Shoals Suite 915
West Danielle, KS 75020",Danielton,Arkansas,94856,United States,Carter PLCSmart Home Installer,Payne,Mark,Amazon Logistics,Order
212,2025-12-31 08:18:32,2026-01-06 08:18:32,,458.21,"Miller, Brock and SuttonProperty Management Company","USNV Zimmerman
FPO AP 25218",Port Shelby,New Hampshire,8963,United States,"Miller, Brock and SuttonProperty Management Company",Taylor,Robert,Pitney Bowes,Order
213,2026-04-21 18:39:44,2026-05-01 18:39:44,2026-04-25 18:39:44,331.57,"Hill, Gonzales and PerkinsOnline Marketplace Seller","45471 Peterson Greens Suite 155
New Charles, OK 34242",East Emilymouth,Alaska,54554,United States,"Hill, Gonzales and PerkinsOnline Marketplace Seller",Owens,Zachary,Amazon Logistics,Order
214,2025-04-06 14:00:35,2025-04-19 14:00:35,,287.46,Baker IncOnline Marketplace Seller,"474 Jessica Rapids
East Lisa, PR 53601",Carolynburgh,Montana,80849,United States,Baker IncOnline Marketplace Seller,Moreno,Jason,XPO Logistics,Order
215,2025-07-04 03:53:35,2025-07-10 03:53:35,2025-07-08 03:53:35,93.5,"Warner, Horton and RobertsIT Services Company","972 Thomas Pike Apt. 092
Dennisport, AR 65984",Anastad,South Carolina,40837,United States,"Warner, Horton and RobertsIT Services Company",Lowery,Ryan,DHL Express,Order
216,2025-07-07 22:09:53,2025-07-13 22:09:53,,393.51,"Garcia, Smith and GreenAppliance Retailer","5548 Munoz Mall
Stephanieview, MT 39672",Davidtown,North Carolina,6818,United States,"Garcia, Smith and GreenAppliance Retailer",Watson,Michael,FedEx,Order
217,2026-01-03 21:12:03,2026-01-08 21:12:03,2026-01-04 21:12:03,471.94,Carter PLCSmart Home Installer,"45285 Jodi Shoals Suite 915
West Danielle, KS 75020",Danielton,Arkansas,94856,United States,Carter PLCSmart Home Installer,Stephens,Nicholas,Amazon Logistics,Order
218,2025-02-04 23:57:07,2025-02-12 23:57:07,,99.81,Travis LLCAppliance Retailer,"635 Shannon Knolls
North Kevin, OH 27527",East Sherri,North Dakota,49051,United States,Travis LLCAppliance Retailer,Williams,Tiffany,DHL Express,Order
219,2025-03-27 15:27:41,2025-04-04 15:27:41,2025-03-31 15:27:41,165.29,Gray-HansenRetail Company,"295 Melissa Loaf
New Aprilshire, WV 00661",West Kevin,Oklahoma,87028,United States,Gray-HansenRetail Company,Daniel,Nicholas,USPS,Order
220,2025-12-22 01:36:44,2026-01-01 01:36:44,2025-12-23 01:36:44,100.51,"Carter, Weber and JenkinsFacility Management Company","4194 Rhonda Pike Apt. 854
Stephenborough, AS 77606",West Brianton,Illinois,73954,United States,"Carter, Weber and JenkinsFacility Management Company",Nelson,Jose,Pitney Bowes,Order
221,2025-12-11 00:50:20,2025-12-22 00:50:20,,364.79,"Williams, Hanson and BushTechnology Startup","40709 Wood Loaf
East Kimberlyton, AR 13007",Lake Raymondberg,West Virginia,85596,United States,"Williams, Hanson and BushTechnology Startup",Daniel,Nicholas,XPO Logistics,Order
222,2025-03-05 03:17:15,2025-03-09 03:17:15,2025-03-10 03:17:15,77.28,Morrison-KellySecurity Service Provider,"35449 Eddie Land Apt. 758
South Antonio, GA 86076",North Robert,Connecticut,75344,United States,Morrison-KellySecurity Service Provider,Daniel,Nicholas,Pitney Bowes,Order
223,2025-01-03 23:56:21,2025-01-07 23:56:21,2025-01-07 23:56:21,342.08,Jones-WilliamsIT Services Company,"19026 Wilkinson Island Suite 873
Wrighttown, MA 76011",Benjaminburgh,South Carolina,59717,United States,Jones-WilliamsIT Services Company,Watson,Michael,Pitney Bowes,Order
224,2024-08-27 02:18:17,2024-09-08 02:18:17,,301.51,Mccormick-LevyReal Estate Company,"04672 Nelson Vista
Collinsberg, OK 62686",South Sherry,West Virginia,29415,United States,Mccormick-LevyReal Estate Company,Watson,Michael,FedEx,Order
225,2025-11-28 08:21:57,2025-12-05 08:21:57,2025-11-30 08:21:57,139.45,"Farmer, Porter and DavisHome Improvement Store","4006 Diana Locks
Roseside, ME 49103",Waltonberg,Wyoming,31233,United States,"Farmer, Porter and DavisHome Improvement Store",Watson,Michael,FedEx,Order
226,2024-06-27 18:06:13,2024-07-04 18:06:13,,289.21,Cervantes-SpenceFacility Management Company,"6934 Leach Burg Suite 665
Port Michaelmouth, MP 14959",Danielstad,North Carolina,20757,United States,Cervantes-SpenceFacility Management Company,Taylor,Robert,XPO Logistics,Order
227,2025-12-10 15:41:49,2025-12-22 15:41:49,2025-12-11 15:41:49,476.42,Ellis-WilkinsHome Automation Company,"3879 Dan Mountain
New Melissa, NH 66573",Bruceborough,Rhode Island,17724,United States,Ellis-WilkinsHome Automation Company,Chavez,Kevin,LaserShip,Order
228,2024-07-01 18:06:11,2024-07-08 18:06:11,2024-07-06 18:06:11,391.56,Curry LtdRetail Company,"Unit 0989 Box 6332
DPO AP 07758",West Nicholasport,New Mexico,8420,United States,Curry LtdRetail Company,Harrison,Tyler,OnTrac,Order
229,2026-02-27 06:08:54,2026-03-11 06:08:54,2026-03-04 06:08:54,132.03,"Hoffman, Baker and BarnesSecurity Service Provider","169 White Plains
Clarkbury, MD 51668",West Jamesmouth,Delaware,27607,United States,"Hoffman, Baker and BarnesSecurity Service Provider",Owens,Zachary,Amazon Logistics,Order
230,2026-05-16 07:41:19,2026-05-25 07:41:19,2026-05-20 07:41:19,360.29,Liu GroupIT Services Company,"PSC 6892, Box 2582
APO AA 44003",East Anafurt,New Mexico,14926,United States,Liu GroupIT Services Company,Chavez,Kevin,XPO Logistics,Order
231,2025-10-07 16:13:24,2025-10-17 16:13:24,2025-10-09 16:13:24,376.6,"Howe, Sandoval and MartinezHome Improvement Store","USCGC Baker
FPO AP 77725",Kingmouth,Arkansas,91594,United States,"Howe, Sandoval and MartinezHome Improvement Store",Austin,Kimberly,XPO Logistics,Order
232,2026-04-05 05:23:58,2026-04-16 05:23:58,2026-04-08 05:23:58,110.88,"Cortez, Best and KnightProperty Management Company","310 Klein Village Suite 398
Harrischester, VI 61156",New Diane,Kansas,49379,United States,"Cortez, Best and KnightProperty Management Company",Nelson,Jose,DHL Express,Order
233,2025-01-15 07:39:49,2025-01-24 07:39:49,,282.07,Smith GroupOnline Marketplace Seller,"09044 Stephanie Summit Suite 494
West Valerie, CA 77895",Lake Jenniferbury,New Mexico,57548,United States,Smith GroupOnline Marketplace Seller,White,Dustin,FedEx,Order
234,2025-12-30 01:56:52,2026-01-13 01:56:52,2026-01-03 01:56:52,169.33,Castillo PLCHome Improvement Store,"USNS Evans
FPO AP 76921",West Scott,Arizona,33036,United States,Castillo PLCHome Improvement Store,Nelson,Jose,FedEx,Order
235,2025-09-11 16:12:57,2025-09-17 16:12:57,,265.14,Ellis-WilkinsHome Automation Company,"3879 Dan Mountain
New Melissa, NH 66573",Bruceborough,Rhode Island,17724,United States,Ellis-WilkinsHome Automation Company,Nelson,Jose,UPS,Order
236,2025-01-10 01:17:40,2025-01-13 01:17:40,2025-01-12 01:17:40,101.04,"Carter, Weber and JenkinsFacility Management Company","4194 Rhonda Pike Apt. 854
Stephenborough, AS 77606",West Brianton,Illinois,73954,United States,"Carter, Weber and JenkinsFacility Management Company",King,Meagan,DHL Express,Order
237,2024-08-11 16:22:09,2024-08-21 16:22:09,2024-08-13 16:22:09,61.96,Hoffman-AlvaradoRetail Company,"16780 Misty River
Simmonsview, CO 40851",New Marc,Ohio,59800,United States,Hoffman-AlvaradoRetail Company,White,Dustin,Amazon Logistics,Order
238,2026-05-14 11:58:23,2026-05-28 11:58:23,2026-05-16 11:58:23,37.4,Curry LtdRetail Company,"Unit 0989 Box 6332
DPO AP 07758",West Nicholasport,New Mexico,8420,United States,Curry LtdRetail Company,Black,Amanda,OnTrac,Order
239,2025-11-01 03:19:57,2025-11-11 03:19:57,2025-11-02 03:19:57,288.77,Fields-HarrisHome Automation Company,"373 Taylor Station
New Melissaside, CO 41175",Johnnyhaven,Washington,74431,United States,Fields-HarrisHome Automation Company,White,Dustin,DHL Express,Order
240,2025-02-01 19:09:22,2025-02-07 19:09:22,2025-02-06 19:09:22,469.42,Durham IncOnline Marketplace Seller,"Unit 1578 Box 2075
DPO AA 30036",Port Kelsey,Hawaii,49063,United States,Durham IncOnline Marketplace Seller,Owens,Zachary,XPO Logistics,Order
241,2024-10-14 17:24:55,2024-10-27 17:24:55,2024-10-18 17:24:55,238.13,Travis LLCAppliance Retailer,"635 Shannon Knolls
North Kevin, OH 27527",East Sherri,North Dakota,49051,United States,Travis LLCAppliance Retailer,King,Meagan,DHL Express,Order
242,2024-06-14 01:34:57,2024-06-28 01:34:57,2024-06-17 01:34:57,40.58,Stewart-DavisRetail Company,"38878 Anthony Port
Amandabury, CT 51572",Jessehaven,Arizona,34183,United States,Stewart-DavisRetail Company,Black,Amanda,LaserShip,Order
243,2024-12-22 10:51:34,2025-01-02 10:51:34,2024-12-24 10:51:34,476.11,Gray-HansenRetail Company,"295 Melissa Loaf
New Aprilshire, WV 00661",West Kevin,Oklahoma,87028,United States,Gray-HansenRetail Company,Owens,Zachary,LaserShip,Order
244,2025-06-16 19:20:41,2025-06-19 19:20:41,2025-06-19 19:20:41,425.83,Fox and SonsTechnology Startup,"41470 Logan Walks Suite 308
Galvanberg, FL 39150",North Jenniferfort,Kansas,57591,United States,Fox and SonsTechnology Startup,Black,Amanda,UPS,Order
245,2026-06-11 00:03:10,2026-06-23 00:03:10,2026-06-15 00:03:10,218.21,Lin-CaseyTechnology Startup,"032 Lisa Plains
Jordanside, PA 38606",Loganside,Nebraska,93877,United States,Lin-CaseyTechnology Startup,Reynolds,Michael,XPO Logistics,Order
246,2026-05-06 17:13:52,2026-05-16 17:13:52,2026-05-11 17:13:52,294.44,Hendricks IncOnline Marketplace Seller,"255 Adams Skyway Suite 847
Mariaborough, PW 11530",Lake Ashley,Alaska,41234,United States,Hendricks IncOnline Marketplace Seller,Chavez,Kevin,FedEx,Order
247,2026-01-19 09:29:37,2026-01-28 09:29:37,2026-01-21 09:29:37,178.53,Cruz-BlairRetail Company,"PSC 5150, Box 6556
APO AA 19091",New Kenneth,Illinois,94617,United States,Cruz-BlairRetail Company,Watson,Michael,UPS,Order
248,2024-06-27 03:31:23,2024-07-03 03:31:23,2024-06-28 03:31:23,488.86,"Hill, Gonzales and PerkinsOnline Marketplace Seller","45471 Peterson Greens Suite 155
New Charles, OK 34242",East Emilymouth,Alaska,54554,United States,"Hill, Gonzales and PerkinsOnline Marketplace Seller",Daniel,Yvette,LaserShip,Order
249,2025-11-04 20:37:24,2025-11-07 20:37:24,2025-11-07 20:37:24,106.06,"Blankenship, Oneal and PerezTechnology Startup","27319 Malone Cape Suite 494
Jaredfurt, VA 90717",Cookhaven,Idaho,13267,United States,"Blankenship, Oneal and PerezTechnology Startup",King,Meagan,Amazon Logistics,Order
250,2025-09-06 15:44:00,2025-09-18 15:44:00,2025-09-10 15:44:00,296.02,"Banks, Andrews and HickmanSmall Business","98508 Archer Creek
Ericfort, MI 17095",Scottport,South Dakota,27226,United States,"Banks, Andrews and HickmanSmall Business",Nelson,Jose,OnTrac,Order
251,2025-09-01 02:30:25,2025-09-13 02:30:25,,458.02,Collins IncTechnology Startup,"39967 Joshua Key
Diazland, ME 74024",North Benjaminchester,North Carolina,88718,United States,Collins IncTechnology Startup,Chavez,Kevin,Ryder,Order
252,2026-01-03 21:34:57,2026-01-08 21:34:57,2026-01-08 21:34:57,339.3,Dunn GroupIT Services Company,"55873 Eric Common
Lake Virginia, OR 20386",Hensleyhaven,Florida,28858,United States,Dunn GroupIT Services Company,Williams,Tiffany,OnTrac,Order
253,2025-11-21 23:57:50,2025-11-29 23:57:50,2025-11-23 23:57:50,422.76,"Watson, Herrera and AndersonTechnology Startup","985 John Course
Davisborough, TX 76570",Port Derekhaven,Arizona,4504,United States,"Watson, Herrera and AndersonTechnology Startup",Stephens,Nicholas,XPO Logistics,Order
254,2025-08-21 02:56:13,2025-08-28 02:56:13,2025-08-26 02:56:13,243.29,Durham IncOnline Marketplace Seller,"Unit 1578 Box 2075
DPO AA 30036",Port Kelsey,Hawaii,49063,United States,Durham IncOnline Marketplace Seller,Lowery,Ryan,Pitney Bowes,Order
255,2025-10-29 03:26:19,2025-11-05 03:26:19,2025-10-30 03:26:19,380.82,Adkins-ChenAppliance Retailer,"43666 Kenneth Parkways
New Jennamouth, MA 84864",Lake Clayton,Kentucky,44119,United States,Adkins-ChenAppliance Retailer,Nelson,Jose,LaserShip,Order
256,2025-10-15 03:12:15,2025-10-19 03:12:15,,35.02,"Chase, Scott and WebbIT Services Company","24985 Scott Drive
Thomaston, WI 78681",Coffeymouth,Connecticut,91290,United States,"Chase, Scott and WebbIT Services Company",Lowery,Ryan,FedEx,Order
257,2024-12-11 02:35:32,2024-12-25 02:35:32,,283.95,Adkins-ChenAppliance Retailer,"43666 Kenneth Parkways
New Jennamouth, MA 84864",Lake Clayton,Kentucky,44119,United States,Adkins-ChenAppliance Retailer,Austin,Kimberly,USPS,Order
258,2026-04-22 01:25:14,2026-05-05 01:25:14,2026-04-23 01:25:14,244.22,Stewart-DavisRetail Company,"38878 Anthony Port
Amandabury, CT 51572",Jessehaven,Arizona,34183,United States,Stewart-DavisRetail Company,Stephens,Nicholas,Pitney Bowes,Order
259,2025-10-09 16:42:40,2025-10-22 16:42:40,,397.46,"Blankenship, Oneal and PerezTechnology Startup","27319 Malone Cape Suite 494
Jaredfurt, VA 90717",Cookhaven,Idaho,13267,United States,"Blankenship, Oneal and PerezTechnology Startup",Daniel,Yvette,Ryder,Order
260,2025-12-27 08:06:42,2026-01-07 08:06:42,2026-01-01 08:06:42,52.72,"Willis, Williams and GrayHome Improvement Store","67178 Hamilton Parkways Apt. 655
Lake Jason, MI 19425",Chapmanmouth,Alabama,75036,United States,"Willis, Williams and GrayHome Improvement Store",Daniel,Yvette,LaserShip,Order
261,2024-12-28 01:44:55,2025-01-06 01:44:55,2025-01-01 01:44:55,479.22,Hendricks IncOnline Marketplace Seller,"255 Adams Skyway Suite 847
Mariaborough, PW 11530",Lake Ashley,Alaska,41234,United States,Hendricks IncOnline Marketplace Seller,White,Dustin,Ryder,Order
262,2024-09-27 17:29:47,2024-10-11 17:29:47,2024-09-29 17:29:47,65.19,Tyler-AllenRetail Company,"45345 Paige Neck Suite 971
Smithborough, AS 37807",Port Samantha,Minnesota,92838,United States,Tyler-AllenRetail Company,Owens,Zachary,Pitney Bowes,Order
263,2024-08-04 06:03:44,2024-08-08 06:03:44,2024-08-06 06:03:44,288.79,Bradshaw PLCSmart Home Installer,"273 Jones Creek
Thomasside, OH 61268",Coleside,Michigan,2926,United States,Bradshaw PLCSmart Home Installer,King,Meagan,USPS,Order
264,2025-02-15 19:43:25,2025-02-24 19:43:25,2025-02-17 19:43:25,347.96,"Hammond, Watson and SparksIT Services Company","95937 Tony Estates Apt. 951
West Elizabethport, MH 46586",Bakermouth,Arkansas,55616,United States,"Hammond, Watson and SparksIT Services Company",Lowery,Ryan,OnTrac,Order
265,2024-10-20 06:03:28,2024-10-31 06:03:28,2024-10-25 06:03:28,45.67,Ramirez and SonsFacility Management Company,"PSC 6685, Box 5884
APO AE 98231",Lake Charles,New Hampshire,26750,United States,Ramirez and SonsFacility Management Company,Douglas,Heidi,LaserShip,Order
266,2024-07-01 00:39:32,2024-07-04 00:39:32,2024-07-03 00:39:32,441.92,English IncSecurity Service Provider,"736 Jessica Route
Coleview, AL 61951",Murillostad,Montana,53999,United States,English IncSecurity Service Provider,Daniel,Nicholas,Pitney Bowes,Order
267,2025-10-21 15:23:51,2025-10-27 15:23:51,2025-10-24 15:23:51,11.93,Edwards-SmithInterior Design Studio,"545 Mallory Orchard
South Mary, DE 61828",Port Christopher,Georgia,10907,United States,Edwards-SmithInterior Design Studio,King,Meagan,LaserShip,Order
268,2024-08-28 03:21:12,2024-09-05 03:21:12,2024-08-30 03:21:12,233.12,"Hoffman, Baker and BarnesSecurity Service Provider","169 White Plains
Clarkbury, MD 51668",West Jamesmouth,Delaware,27607,United States,"Hoffman, Baker and BarnesSecurity Service Provider",Chavez,Kevin,Pitney Bowes,Order
269,2025-01-28 09:15:10,2025-02-01 09:15:10,,329.57,Johnson IncAppliance Retailer,"1458 Terri Brooks
Leonchester, KS 89108",Bryantview,Texas,6170,United States,Johnson IncAppliance Retailer,Payne,Mark,Pitney Bowes,Order
270,2025-07-06 19:23:09,2025-07-13 19:23:09,2025-07-08 19:23:09,78.7,James PLCRetail Company,"60393 Robles Isle Suite 879
New Karenport, MD 44471",Debrashire,Nevada,86533,United States,James PLCRetail Company,Douglas,Heidi,Ryder,Order
271,2025-02-10 03:01:39,2025-02-21 03:01:39,2025-02-14 03:01:39,194.62,Tyler-AllenRetail Company,"45345 Paige Neck Suite 971
Smithborough, AS 37807",Port Samantha,Minnesota,92838,United States,Tyler-AllenRetail Company,Lowery,Ryan,Ryder,Order
272,2025-08-02 06:17:55,2025-08-09 06:17:55,2025-08-05 06:17:55,408.96,Hoffman-AlvaradoRetail Company,"16780 Misty River
Simmonsview, CO 40851",New Marc,Ohio,59800,United States,Hoffman-AlvaradoRetail Company,Green,Kyle,Amazon Logistics,Order
273,2026-02-16 08:00:23,2026-02-25 08:00:23,2026-02-19 08:00:23,319.65,Brown-AlvarezConsumer Electronics Store,"50258 Wood Burg Suite 495
Lorifort, AR 36272",Port Michaelberg,Iowa,14197,United States,Brown-AlvarezConsumer Electronics Store,Payne,Mark,XPO Logistics,Order
274,2025-04-03 03:33:47,2025-04-07 03:33:47,2025-04-05 03:33:47,344.2,Hoover and SonsAppliance Retailer,"47249 Melissa Landing Apt. 715
Coxfurt, SD 39520",Meghanbury,Wyoming,2463,United States,Hoover and SonsAppliance Retailer,Lowery,Ryan,Pitney Bowes,Order
275,2024-09-17 02:54:52,2024-09-30 02:54:52,,448.58,Archer and SonsTechnology Startup,"USNS Smith
FPO AA 80104",Port Jill,Wisconsin,33572,United States,Archer and SonsTechnology Startup,Green,Kyle,Amazon Logistics,Order
276,2025-04-25 16:20:40,2025-05-05 16:20:40,2025-04-29 16:20:40,255.15,Smith LLCSecurity Service Provider,"85622 Kelli Cliffs Apt. 237
East Robert, SC 28980",North Heatherchester,Colorado,92743,United States,Smith LLCSecurity Service Provider,Daniel,Nicholas,USPS,Order
277,2024-09-21 10:07:46,2024-10-04 10:07:46,2024-09-22 10:07:46,316.35,Barry IncConsumer Electronics Store,"21084 Sara Center Suite 817
North Deannastad, TX 00650",Tylerhaven,Texas,88263,United States,Barry IncConsumer Electronics Store,Taylor,Robert,FedEx,Order
278,2026-04-05 19:34:58,2026-04-16 19:34:58,2026-04-06 19:34:58,348.88,Bird-WilsonAppliance Retailer,"785 Peters Lodge
Melissaport, KY 47900",Port Robert,Florida,75761,United States,Bird-WilsonAppliance Retailer,Watson,Michael,XPO Logistics,Order
279,2026-04-11 02:34:59,2026-04-17 02:34:59,2026-04-12 02:34:59,74.63,Ellis-WilkinsHome Automation Company,"3879 Dan Mountain
New Melissa, NH 66573",Bruceborough,Rhode Island,17724,United States,Ellis-WilkinsHome Automation Company,Watson,Michael,FedEx,Order
280,2025-12-01 11:24:34,2025-12-05 11:24:34,2025-12-06 11:24:34,238.71,Rush PLCReal Estate Company,"00623 Sanchez Ford Suite 148
Sherritown, OK 40096",North Darlene,New York,84711,United States,Rush PLCReal Estate Company,Daniel,Yvette,USPS,Order
281,2024-10-27 14:23:38,2024-11-04 14:23:38,2024-10-31 14:23:38,283.66,"Hill, Gonzales and PerkinsOnline Marketplace Seller","45471 Peterson Greens Suite 155
New Charles, OK 34242",East Emilymouth,Alaska,54554,United States,"Hill, Gonzales and PerkinsOnline Marketplace Seller",Lowery,Ryan,USPS,Order
282,2024-10-25 03:01:23,2024-10-30 03:01:23,2024-10-26 03:01:23,55.0,Hendricks IncOnline Marketplace Seller,"255 Adams Skyway Suite 847
Mariaborough, PW 11530",Lake Ashley,Alaska,41234,United States,Hendricks IncOnline Marketplace Seller,Taylor,Robert,XPO Logistics,Order
283,2025-10-21 07:13:47,2025-10-29 07:13:47,2025-10-24 07:13:47,68.13,Gray IncSecurity Service Provider,"09249 Jennifer Valley Suite 955
Sandyhaven, OH 59165",West Wendystad,Utah,90749,United States,Gray IncSecurity Service Provider,Nelson,Jose,USPS,Order
284,2024-12-21 03:38:53,2025-01-02 03:38:53,2024-12-22 03:38:53,94.99,Baker IncOnline Marketplace Seller,"474 Jessica Rapids
East Lisa, PR 53601",Carolynburgh,Montana,80849,United States,Baker IncOnline Marketplace Seller,Stephens,Nicholas,DHL Express,Order
285,2025-10-20 20:14:26,2025-10-25 20:14:26,2025-10-21 20:14:26,99.88,"Farmer, Porter and DavisHome Improvement Store","4006 Diana Locks
Roseside, ME 49103",Waltonberg,Wyoming,31233,United States,"Farmer, Porter and DavisHome Improvement Store",Chavez,Kevin,Pitney Bowes,Order
286,2025-07-04 00:04:24,2025-07-10 00:04:24,2025-07-09 00:04:24,286.33,"Carter, Weber and JenkinsFacility Management Company","4194 Rhonda Pike Apt. 854
Stephenborough, AS 77606",West Brianton,Illinois,73954,United States,"Carter, Weber and JenkinsFacility Management Company",Owens,Zachary,DHL Express,Order
287,2026-01-07 11:33:33,2026-01-11 11:33:33,2026-01-11 11:33:33,235.21,Williams and SonsOnline Marketplace Seller,"PSC 2120, Box 6226
APO AE 25846",Austinburgh,Arizona,76300,United States,Williams and SonsOnline Marketplace Seller,Moreno,Jason,Amazon Logistics,Order
288,2025-02-06 11:29:41,2025-02-17 11:29:41,,247.85,Rush PLCReal Estate Company,"00623 Sanchez Ford Suite 148
Sherritown, OK 40096",North Darlene,New York,84711,United States,Rush PLCReal Estate Company,Chavez,Kevin,UPS,Order
289,2026-01-17 00:43:53,2026-01-22 00:43:53,,64.24,"Willis, Williams and GrayHome Improvement Store","67178 Hamilton Parkways Apt. 655
Lake Jason, MI 19425",Chapmanmouth,Alabama,75036,United States,"Willis, Williams and GrayHome Improvement Store",Harrison,Tyler,Amazon Logistics,Order
290,2024-12-22 09:46:49,2024-12-27 09:46:49,2024-12-25 09:46:49,376.32,Smith LtdRetail Company,"598 Perez Street Suite 718
Fischerbury, LA 43039",South Reginamouth,Tennessee,52408,United States,Smith LtdRetail Company,Harrison,Tyler,DHL Express,Order
291,2025-04-03 21:02:44,2025-04-14 21:02:44,2025-04-05 21:02:44,463.5,Fox-GreenProperty Management Company,"Unit 8497 Box 8966
DPO AA 72595",Robertmouth,New York,98200,United States,Fox-GreenProperty Management Company,Black,Amanda,Ryder,Order
292,2024-09-08 04:25:18,2024-09-21 04:25:18,,363.07,Fox and SonsTechnology Startup,"41470 Logan Walks Suite 308
Galvanberg, FL 39150",North Jenniferfort,Kansas,57591,United States,Fox and SonsTechnology Startup,Nelson,Jose,Pitney Bowes,Order
293,2024-12-25 18:52:12,2025-01-06 18:52:12,2024-12-27 18:52:12,409.72,"Hoffman, Baker and BarnesSecurity Service Provider","169 White Plains
Clarkbury, MD 51668",West Jamesmouth,Delaware,27607,United States,"Hoffman, Baker and BarnesSecurity Service Provider",Austin,Kimberly,USPS,Order
294,2024-10-17 15:46:03,2024-10-28 15:46:03,,147.04,Stewart-DavisRetail Company,"38878 Anthony Port
Amandabury, CT 51572",Jessehaven,Arizona,34183,United States,Stewart-DavisRetail Company,Moreno,Jason,LaserShip,Order
295,2024-08-13 06:42:11,2024-08-26 06:42:11,2024-08-15 06:42:11,300.54,Becker LtdConsumer Electronics Store,"93523 Andrew Lake
Port Carlahaven, NM 48551",South Nataliemouth,Connecticut,34897,United States,Becker LtdConsumer Electronics Store,Taylor,Robert,UPS,Order
296,2026-01-14 18:05:00,2026-01-17 18:05:00,2026-01-19 18:05:00,201.41,"Watson, Herrera and AndersonTechnology Startup","985 John Course
Davisborough, TX 76570",Port Derekhaven,Arizona,4504,United States,"Watson, Herrera and AndersonTechnology Startup",Williams,Tiffany,FedEx,Order
297,2025-05-07 18:58:32,2025-05-17 18:58:32,2025-05-12 18:58:32,341.72,James PLCRetail Company,"60393 Robles Isle Suite 879
New Karenport, MD 44471",Debrashire,Nevada,86533,United States,James PLCRetail Company,Payne,Mark,FedEx,Order
