OrderID,OrderDate,CustomerID,CustomerName,EmployeeID,EmployeeName,ProductID,ProductName,CategoryName,SupplierName,UnitPrice,Quantity,Discount,ExtendedPrice
808,2024-08-31 22:44:16,BN567,Garcia-RichardHome Improvement Store,6,Robert Taylor,38,GE Appliances Smart Display Ultra,Smart Display,GE Appliances,9413.16,18,0.15,144021.35
808,2024-08-31 22:44:16,BN567,Garcia-RichardHome Improvement Store,6,Robert Taylor,92,TP-Link Kasa Smart Speaker Outdoor,Smart Speaker,TP-Link Kasa,1246.61,5,0.1,5609.74
850,2024-09-02 03:43:14,WR609,"Garcia, Smith and GreenAppliance Retailer",15,Nicholas Daniel,89,Ring Home Hub Pro,Home Hub,Ring,4185.27,19,0.05,75544.12
850,2024-09-02 03:43:14,WR609,"Garcia, Smith and GreenAppliance Retailer",15,Nicholas Daniel,92,TP-Link Kasa Smart Speaker Outdoor,Smart Speaker,TP-Link Kasa,1247.8,4,0.15,4242.52
194,2024-09-03 07:38:08,ZX420,Walker and SonsHome Automation Company,10,Kyle Green,14,LG Electronics Smart Lock Indoor,Smart Lock,LG Electronics,2190.79,14,0.15,26070.4
194,2024-09-03 07:38:08,ZX420,Walker and SonsHome Automation Company,10,Kyle Green,35,TP-Link Kasa Air Purifier Max,Air Purifier,TP-Link Kasa,5630.01,3,0.15,14356.53
194,2024-09-03 07:38:08,ZX420,Walker and SonsHome Automation Company,10,Kyle Green,78,Ecobee Smart Camera Pro,Smart Camera,Ecobee,5305.66,9,0.0,47750.94
194,2024-09-03 07:38:08,ZX420,Walker and SonsHome Automation Company,10,Kyle Green,91,Ring Smart Lighting Premium,Smart Lighting,Ring,6712.95,2,0.0,13425.9
764,2024-09-03 09:30:19,NB002,Curry LtdRetail Company,11,Jose Nelson,30,GE Appliances Smart Lock Standard,Smart Lock,GE Appliances,8327.44,10,0.05,79110.68
764,2024-09-03 09:30:19,NB002,Curry LtdRetail Company,11,Jose Nelson,74,Ecobee Smart TV Ultra,Smart TV,Ecobee,1736.99,12,0.05,19801.69
764,2024-09-03 09:30:19,NB002,Curry LtdRetail Company,11,Jose Nelson,83,GE Appliances Streaming Device Indoor,Streaming Device,GE Appliances,9498.15,18,0.0,170966.7
764,2024-09-03 09:30:19,NB002,Curry LtdRetail Company,11,Jose Nelson,94,GE Appliances Robot Vacuum Standard,Robot Vacuum,GE Appliances,9786.93,4,0.2,31318.18
651,2024-09-03 12:05:47,KE304,Adams-RayRetail Company,12,Zachary Owens,2,Samsung SmartThings Smart Sensor Plus,Smart Sensor,Samsung SmartThings,863.72,20,0.1,15546.96
651,2024-09-03 12:05:47,KE304,Adams-RayRetail Company,12,Zachary Owens,72,TP-Link Kasa Security System Standard,Security System,TP-Link Kasa,9724.79,19,0.05,175532.46
651,2024-09-03 12:05:47,KE304,Adams-RayRetail Company,12,Zachary Owens,80,Ring Streaming Device Mini,Streaming Device,Ring,8110.97,15,0.15,103414.87
651,2024-09-03 12:05:47,KE304,Adams-RayRetail Company,12,Zachary Owens,95,Google Nest Smart Display Max,Smart Display,Google Nest,1459.22,11,0.2,12841.14
765,2024-09-04 01:13:15,QN420,Ellis-WilkinsHome Automation Company,2,Jason Moreno,22,Google Nest Smart TV Pro,Smart TV,Google Nest,3966.75,7,0.1,24990.52
765,2024-09-04 01:13:15,QN420,Ellis-WilkinsHome Automation Company,2,Jason Moreno,33,Arlo Smart Thermostat Max,Smart Thermostat,Arlo,222.84,20,0.1,4011.12
765,2024-09-04 01:13:15,QN420,Ellis-WilkinsHome Automation Company,2,Jason Moreno,45,Belkin Wemo Smart Plug Plus,Smart Plug,Belkin Wemo,5167.34,19,0.1,88361.51
765,2024-09-04 01:13:15,QN420,Ellis-WilkinsHome Automation Company,2,Jason Moreno,97,Eufy Smart Thermostat Ultra,Smart Thermostat,Eufy,1628.4,12,0.1,17586.72
695,2024-09-06 02:31:47,LV223,Hawkins PLCSecurity Service Provider,17,Kimberly Austin,25,Samsung SmartThings Smart Camera Essential,Smart Camera,Samsung SmartThings,1452.86,8,0.05,11041.74
695,2024-09-06 02:31:47,LV223,Hawkins PLCSecurity Service Provider,17,Kimberly Austin,29,Honeywell Home Security System Pro,Security System,Honeywell Home,532.68,7,0.0,3728.76
695,2024-09-06 02:31:47,LV223,Hawkins PLCSecurity Service Provider,17,Kimberly Austin,30,GE Appliances Smart Lock Standard,Smart Lock,GE Appliances,8763.45,5,0.15,37244.66
695,2024-09-06 02:31:47,LV223,Hawkins PLCSecurity Service Provider,17,Kimberly Austin,52,Wyze Smart Display Ultra,Smart Display,Wyze,9634.5,13,0.1,112723.65
695,2024-09-06 02:31:47,LV223,Hawkins PLCSecurity Service Provider,17,Kimberly Austin,80,Ring Streaming Device Mini,Streaming Device,Ring,7713.87,12,0.15,78681.47
78,2024-09-07 18:28:25,RG949,Lynch-WatsonSmall Business,17,Kimberly Austin,84,Eufy Smart Doorbell Plus,Smart Doorbell,Eufy,4814.85,8,0.2,30815.04
292,2024-09-08 04:25:18,PU637,Fox and SonsTechnology Startup,11,Jose Nelson,11,Samsung SmartThings Smart Thermostat Pro,Smart Thermostat,Samsung SmartThings,1735.5,9,0.2,12495.6
292,2024-09-08 04:25:18,PU637,Fox and SonsTechnology Startup,11,Jose Nelson,73,Arlo Smart Camera Ultra,Smart Camera,Arlo,4505.78,1,0.0,4505.78
292,2024-09-08 04:25:18,PU637,Fox and SonsTechnology Startup,11,Jose Nelson,89,Ring Home Hub Pro,Home Hub,Ring,4177.68,10,0.0,41776.8
907,2024-09-08 20:56:52,RG949,Lynch-WatsonSmall Business,11,Jose Nelson,23,LG Electronics Smart Doorbell Plus,Smart Doorbell,LG Electronics,6282.62,9,0.05,53716.4
316,2024-09-09 01:56:14,SO908,Barry IncConsumer Electronics Store,8,Amanda Black,5,TP-Link Kasa Smart Lighting Mini,Smart Lighting,TP-Link Kasa,4242.13,15,0.1,57268.75
316,2024-09-09 01:56:14,SO908,Barry IncConsumer Electronics Store,8,Amanda Black,9,Philips Hue Streaming Device Essential,Streaming Device,Philips Hue,9381.16,3,0.0,28143.48
316,2024-09-09 01:56:14,SO908,Barry IncConsumer Electronics Store,8,Amanda Black,27,Belkin Wemo Smart Speaker Outdoor,Smart Speaker,Belkin Wemo,9646.0,8,0.0,77168.0
316,2024-09-09 01:56:14,SO908,Barry IncConsumer Electronics Store,8,Amanda Black,60,Wyze Smart Doorbell Essential,Smart Doorbell,Wyze,4991.07,13,0.05,61639.71
316,2024-09-09 01:56:14,SO908,Barry IncConsumer Electronics Store,8,Amanda Black,89,Ring Home Hub Pro,Home Hub,Ring,4014.48,3,0.1,10839.1
448,2024-09-10 03:17:42,NB002,Curry LtdRetail Company,4,Tyler Harrison,77,Ring Smart Speaker Plus,Smart Speaker,Ring,217.08,3,0.15,553.55
815,2024-09-10 16:46:25,VW282,"English, Hardy and TrevinoAppliance Retailer",1,Mark Payne,22,Google Nest Smart TV Pro,Smart TV,Google Nest,4184.66,2,0.15,7113.92
815,2024-09-10 16:46:25,VW282,"English, Hardy and TrevinoAppliance Retailer",1,Mark Payne,27,Belkin Wemo Smart Speaker Outdoor,Smart Speaker,Belkin Wemo,9819.28,16,0.05,149253.06
815,2024-09-10 16:46:25,VW282,"English, Hardy and TrevinoAppliance Retailer",1,Mark Payne,96,Amazon Devices Smart Lighting Indoor,Smart Lighting,Amazon Devices,1170.91,1,0.0,1170.91
27,2024-09-11 07:44:30,XW166,"Phillips, Larson and JonesOnline Marketplace Seller",20,Nicholas Stephens,93,GE Appliances Smart Display Max,Smart Display,GE Appliances,6620.09,12,0.05,75469.03
331,2024-09-11 13:08:14,TZ806,Thompson LtdSmall Business,3,Meagan King,24,Ring Robot Vacuum Standard,Robot Vacuum,Ring,7452.54,13,0.15,82350.57
331,2024-09-11 13:08:14,TZ806,Thompson LtdSmall Business,3,Meagan King,50,Belkin Wemo Smart Doorbell Mini,Smart Doorbell,Belkin Wemo,4952.29,11,0.15,46303.91
331,2024-09-11 13:08:14,TZ806,Thompson LtdSmall Business,3,Meagan King,71,Apple Home Smart Display Premium,Smart Display,Apple Home,8546.25,8,0.0,68370.0
462,2024-09-13 11:55:21,GY227,Smith LLCSecurity Service Provider,14,Ryan Lowery,28,Samsung SmartThings Smart Lighting Standard,Smart Lighting,Samsung SmartThings,637.9,14,0.1,8037.54
462,2024-09-13 11:55:21,GY227,Smith LLCSecurity Service Provider,14,Ryan Lowery,70,Honeywell Home Smart Plug Essential,Smart Plug,Honeywell Home,3832.06,6,0.15,19543.51
798,2024-09-13 15:03:02,XW166,"Phillips, Larson and JonesOnline Marketplace Seller",10,Kyle Green,32,LG Electronics Home Hub Ultra,Home Hub,LG Electronics,8133.3,7,0.2,45546.48
773,2024-09-14 08:18:52,HF081,Owens-JenkinsConsumer Electronics Store,9,Heidi Douglas,73,Arlo Smart Camera Ultra,Smart Camera,Arlo,4447.14,20,0.0,88942.8
773,2024-09-14 08:18:52,HF081,Owens-JenkinsConsumer Electronics Store,9,Heidi Douglas,79,Ring Smart Camera Premium,Smart Camera,Ring,8972.62,13,0.2,93315.25
773,2024-09-14 08:18:52,HF081,Owens-JenkinsConsumer Electronics Store,9,Heidi Douglas,88,Samsung SmartThings Smart TV Ultra,Smart TV,Samsung SmartThings,5563.5,8,0.0,44508.0
773,2024-09-14 08:18:52,HF081,Owens-JenkinsConsumer Electronics Store,9,Heidi Douglas,95,Google Nest Smart Display Max,Smart Display,Google Nest,1417.86,10,0.0,14178.6
275,2024-09-17 02:54:52,UN313,Archer and SonsTechnology Startup,10,Kyle Green,3,Arlo Smart Sensor Indoor,Smart Sensor,Arlo,3503.44,15,0.05,49924.02
275,2024-09-17 02:54:52,UN313,Archer and SonsTechnology Startup,10,Kyle Green,22,Google Nest Smart TV Pro,Smart TV,Google Nest,4109.39,14,0.2,46025.17
275,2024-09-17 02:54:52,UN313,Archer and SonsTechnology Startup,10,Kyle Green,40,TP-Link Kasa Smart Speaker Pro,Smart Speaker,TP-Link Kasa,3640.78,2,0.15,6189.33
275,2024-09-17 02:54:52,UN313,Archer and SonsTechnology Startup,10,Kyle Green,49,GE Appliances Smart Speaker Standard,Smart Speaker,GE Appliances,7620.54,3,0.1,20575.46
275,2024-09-17 02:54:52,UN313,Archer and SonsTechnology Startup,10,Kyle Green,80,Ring Streaming Device Mini,Streaming Device,Ring,7864.34,1,0.15,6684.69
975,2024-09-18 03:10:40,EO425,Fields-HarrisHome Automation Company,11,Jose Nelson,3,Arlo Smart Sensor Indoor,Smart Sensor,Arlo,3385.86,14,0.15,40291.73
975,2024-09-18 03:10:40,EO425,Fields-HarrisHome Automation Company,11,Jose Nelson,73,Arlo Smart Camera Ultra,Smart Camera,Arlo,4542.51,19,0.15,73361.54
852,2024-09-18 10:50:51,UV185,Travis LLCAppliance Retailer,15,Nicholas Daniel,17,Honeywell Home Streaming Device Premium,Streaming Device,Honeywell Home,1012.8,4,0.2,3240.96
322,2024-09-20 03:44:30,PU637,Fox and SonsTechnology Startup,5,Yvette Daniel,9,Philips Hue Streaming Device Essential,Streaming Device,Philips Hue,9010.27,18,0.05,154075.62
322,2024-09-20 03:44:30,PU637,Fox and SonsTechnology Startup,5,Yvette Daniel,10,Apple Home Smart TV Premium,Smart TV,Apple Home,2783.68,4,0.2,8907.78
322,2024-09-20 03:44:30,PU637,Fox and SonsTechnology Startup,5,Yvette Daniel,41,Wyze Home Hub Outdoor,Home Hub,Wyze,3859.03,10,0.1,34731.27
322,2024-09-20 03:44:30,PU637,Fox and SonsTechnology Startup,5,Yvette Daniel,70,Honeywell Home Smart Plug Essential,Smart Plug,Honeywell Home,3850.55,6,0.2,18482.64
322,2024-09-20 03:44:30,PU637,Fox and SonsTechnology Startup,5,Yvette Daniel,73,Arlo Smart Camera Ultra,Smart Camera,Arlo,4707.81,2,0.05,8944.84
38,2024-09-21 04:24:26,YQ009,Liu GroupIT Services Company,20,Nicholas Stephens,3,Arlo Smart Sensor Indoor,Smart Sensor,Arlo,3626.56,5,0.1,16319.52
38,2024-09-21 04:24:26,YQ009,Liu GroupIT Services Company,20,Nicholas Stephens,17,Honeywell Home Streaming Device Premium,Streaming Device,Honeywell Home,1024.48,1,0.0,1024.48
38,2024-09-21 04:24:26,YQ009,Liu GroupIT Services Company,20,Nicholas Stephens,21,Philips Hue Robot Vacuum Ultra,Robot Vacuum,Philips Hue,6976.36,14,0.0,97669.04
38,2024-09-21 04:24:26,YQ009,Liu GroupIT Services Company,20,Nicholas Stephens,50,Belkin Wemo Smart Doorbell Mini,Smart Doorbell,Belkin Wemo,5032.04,19,0.1,86047.88
38,2024-09-21 04:24:26,YQ009,Liu GroupIT Services Company,20,Nicholas Stephens,96,Amazon Devices Smart Lighting Indoor,Smart Lighting,Amazon Devices,1192.02,13,0.1,13946.63
277,2024-09-21 10:07:46,SO908,Barry IncConsumer Electronics Store,6,Robert Taylor,60,Wyze Smart Doorbell Essential,Smart Doorbell,Wyze,4910.41,2,0.05,9329.78
66,2024-09-21 20:59:58,TI502,Bird-WilsonAppliance Retailer,19,Michael Reynolds,55,Honeywell Home Smart Speaker Plus,Smart Speaker,Honeywell Home,392.57,10,0.1,3533.13
470,2024-09-22 18:52:35,PK065,"Lee, Stevens and SweeneyIT Services Company",16,Dustin White,35,TP-Link Kasa Air Purifier Max,Air Purifier,TP-Link Kasa,5560.2,10,0.0,55602.0
681,2024-09-22 19:33:01,TX494,Hill PLCProperty Management Company,14,Ryan Lowery,15,Eufy Smart Speaker Essential,Smart Speaker,Eufy,2785.49,11,0.05,29108.37
681,2024-09-22 19:33:01,TX494,Hill PLCProperty Management Company,14,Ryan Lowery,98,Ring Smart Plug Indoor,Smart Plug,Ring,1745.41,9,0.05,14923.26
683,2024-09-23 03:05:00,TK597,Ramirez and SonsFacility Management Company,6,Robert Taylor,1,Philips Hue Smart Lock Max,Smart Lock,Philips Hue,5784.4,14,0.0,80981.6
683,2024-09-23 03:05:00,TK597,Ramirez and SonsFacility Management Company,6,Robert Taylor,29,Honeywell Home Security System Pro,Security System,Honeywell Home,503.55,12,0.2,4834.08
683,2024-09-23 03:05:00,TK597,Ramirez and SonsFacility Management Company,6,Robert Taylor,44,Honeywell Home Smart Thermostat Outdoor,Smart Thermostat,Honeywell Home,4583.51,11,0.15,42855.82
683,2024-09-23 03:05:00,TK597,Ramirez and SonsFacility Management Company,6,Robert Taylor,53,Google Nest Smart Display Standard,Smart Display,Google Nest,6928.39,13,0.2,72055.26
683,2024-09-23 03:05:00,TK597,Ramirez and SonsFacility Management Company,6,Robert Taylor,88,Samsung SmartThings Smart TV Ultra,Smart TV,Samsung SmartThings,5739.93,19,0.1,98152.8
746,2024-09-24 06:59:24,NB002,Curry LtdRetail Company,4,Tyler Harrison,68,Arlo Smart Speaker Premium,Smart Speaker,Arlo,5110.26,11,0.15,47780.93
746,2024-09-24 06:59:24,NB002,Curry LtdRetail Company,4,Tyler Harrison,87,Ring Smart Speaker Plus,Smart Speaker,Ring,4194.61,15,0.1,56627.23
763,2024-09-25 17:22:02,VW282,"English, Hardy and TrevinoAppliance Retailer",15,Nicholas Daniel,56,LG Electronics Streaming Device Outdoor,Streaming Device,LG Electronics,8280.22,6,0.2,39745.06
763,2024-09-25 17:22:02,VW282,"English, Hardy and TrevinoAppliance Retailer",15,Nicholas Daniel,71,Apple Home Smart Display Premium,Smart Display,Apple Home,8405.68,20,0.2,134490.88
209,2024-09-25 19:13:22,OE837,Smith GroupOnline Marketplace Seller,16,Dustin White,18,Arlo Smart Lock Ultra,Smart Lock,Arlo,5709.93,2,0.2,9135.89
209,2024-09-25 19:13:22,OE837,Smith GroupOnline Marketplace Seller,16,Dustin White,25,Samsung SmartThings Smart Camera Essential,Smart Camera,Samsung SmartThings,1443.2,7,0.15,8587.04
209,2024-09-25 19:13:22,OE837,Smith GroupOnline Marketplace Seller,16,Dustin White,53,Google Nest Smart Display Standard,Smart Display,Google Nest,6638.53,2,0.2,10621.65
209,2024-09-25 19:13:22,OE837,Smith GroupOnline Marketplace Seller,16,Dustin White,64,Google Nest Smart Lock Pro,Smart Lock,Google Nest,942.74,9,0.1,7636.19
315,2024-09-26 00:43:29,IU348,Brooks and SonsProperty Management Company,18,Michael Watson,17,Honeywell Home Streaming Device Premium,Streaming Device,Honeywell Home,1045.49,14,0.2,11709.49
315,2024-09-26 00:43:29,IU348,Brooks and SonsProperty Management Company,18,Michael Watson,44,Honeywell Home Smart Thermostat Outdoor,Smart Thermostat,Honeywell Home,4560.23,3,0.0,13680.69
315,2024-09-26 00:43:29,IU348,Brooks and SonsProperty Management Company,18,Michael Watson,77,Ring Smart Speaker Plus,Smart Speaker,Ring,199.98,11,0.1,1979.8
315,2024-09-26 00:43:29,IU348,Brooks and SonsProperty Management Company,18,Michael Watson,83,GE Appliances Streaming Device Indoor,Streaming Device,GE Appliances,9768.23,1,0.15,8303.0
315,2024-09-26 00:43:29,IU348,Brooks and SonsProperty Management Company,18,Michael Watson,99,Ecobee Home Hub Ultra,Home Hub,Ecobee,954.4,10,0.2,7635.2
391,2024-09-26 17:34:30,JI223,"Garner, Wright and ShawSmart Home Installer",14,Ryan Lowery,5,TP-Link Kasa Smart Lighting Mini,Smart Lighting,TP-Link Kasa,4546.17,4,0.2,14547.74
391,2024-09-26 17:34:30,JI223,"Garner, Wright and ShawSmart Home Installer",14,Ryan Lowery,41,Wyze Home Hub Outdoor,Home Hub,Wyze,3628.97,4,0.05,13790.09
391,2024-09-26 17:34:30,JI223,"Garner, Wright and ShawSmart Home Installer",14,Ryan Lowery,42,Google Nest Smart Doorbell Essential,Smart Doorbell,Google Nest,9165.37,4,0.1,32995.33
391,2024-09-26 17:34:30,JI223,"Garner, Wright and ShawSmart Home Installer",14,Ryan Lowery,49,GE Appliances Smart Speaker Standard,Smart Speaker,GE Appliances,7003.4,13,0.0,91044.2
391,2024-09-26 17:34:30,JI223,"Garner, Wright and ShawSmart Home Installer",14,Ryan Lowery,55,Honeywell Home Smart Speaker Plus,Smart Speaker,Honeywell Home,360.11,1,0.05,342.1
262,2024-09-27 17:29:47,MX294,Tyler-AllenRetail Company,12,Zachary Owens,68,Arlo Smart Speaker Premium,Smart Speaker,Arlo,5364.57,11,0.2,47208.22
262,2024-09-27 17:29:47,MX294,Tyler-AllenRetail Company,12,Zachary Owens,70,Honeywell Home Smart Plug Essential,Smart Plug,Honeywell Home,3778.65,18,0.0,68015.7
262,2024-09-27 17:29:47,MX294,Tyler-AllenRetail Company,12,Zachary Owens,82,Apple Home Smart Doorbell Essential,Smart Doorbell,Apple Home,4878.21,20,0.15,82929.57
262,2024-09-27 17:29:47,MX294,Tyler-AllenRetail Company,12,Zachary Owens,89,Ring Home Hub Pro,Home Hub,Ring,4057.24,16,0.0,64915.84
262,2024-09-27 17:29:47,MX294,Tyler-AllenRetail Company,12,Zachary Owens,92,TP-Link Kasa Smart Speaker Outdoor,Smart Speaker,TP-Link Kasa,1264.29,5,0.0,6321.45
785,2024-09-28 05:40:58,FM680,Williams and SonsOnline Marketplace Seller,2,Jason Moreno,34,Arlo Smart TV Plus,Smart TV,Arlo,2935.12,4,0.0,11740.48
540,2024-09-28 19:16:14,FM680,Williams and SonsOnline Marketplace Seller,15,Nicholas Daniel,5,TP-Link Kasa Smart Lighting Mini,Smart Lighting,TP-Link Kasa,4587.37,17,0.05,74086.03
540,2024-09-28 19:16:14,FM680,Williams and SonsOnline Marketplace Seller,15,Nicholas Daniel,44,Honeywell Home Smart Thermostat Outdoor,Smart Thermostat,Honeywell Home,4602.65,17,0.2,62596.04
540,2024-09-28 19:16:14,FM680,Williams and SonsOnline Marketplace Seller,15,Nicholas Daniel,73,Arlo Smart Camera Ultra,Smart Camera,Arlo,4582.22,13,0.05,56590.42
540,2024-09-28 19:16:14,FM680,Williams and SonsOnline Marketplace Seller,15,Nicholas Daniel,78,Ecobee Smart Camera Pro,Smart Camera,Ecobee,5292.2,4,0.05,20110.36
540,2024-09-28 19:16:14,FM680,Williams and SonsOnline Marketplace Seller,15,Nicholas Daniel,90,Wyze Smart Speaker Essential,Smart Speaker,Wyze,5404.94,13,0.0,70264.22
138,2024-10-02 02:22:15,BE531,Richardson-ThomasE-commerce Company,15,Nicholas Daniel,7,Apple Home Smart Doorbell Outdoor,Smart Doorbell,Apple Home,6495.91,12,0.0,77950.92
138,2024-10-02 02:22:15,BE531,Richardson-ThomasE-commerce Company,15,Nicholas Daniel,27,Belkin Wemo Smart Speaker Outdoor,Smart Speaker,Belkin Wemo,9399.05,3,0.2,22557.72
138,2024-10-02 02:22:15,BE531,Richardson-ThomasE-commerce Company,15,Nicholas Daniel,42,Google Nest Smart Doorbell Essential,Smart Doorbell,Google Nest,9208.34,6,0.1,49725.04
138,2024-10-02 02:22:15,BE531,Richardson-ThomasE-commerce Company,15,Nicholas Daniel,69,Honeywell Home Air Purifier Indoor,Air Purifier,Honeywell Home,1915.6,14,0.2,21454.72
403,2024-10-02 18:07:14,ZP972,"Willis, Williams and GrayHome Improvement Store",10,Kyle Green,29,Honeywell Home Security System Pro,Security System,Honeywell Home,539.12,13,0.0,7008.56
403,2024-10-02 18:07:14,ZP972,"Willis, Williams and GrayHome Improvement Store",10,Kyle Green,38,GE Appliances Smart Display Ultra,Smart Display,GE Appliances,9598.53,11,0.05,100304.64
840,2024-10-03 17:18:08,QO801,"Miller, Brock and SuttonProperty Management Company",1,Mark Payne,29,Honeywell Home Security System Pro,Security System,Honeywell Home,517.63,9,0.2,3726.94
701,2024-10-04 16:21:43,PU637,Fox and SonsTechnology Startup,18,Michael Watson,17,Honeywell Home Streaming Device Premium,Streaming Device,Honeywell Home,1023.41,10,0.15,8698.98
701,2024-10-04 16:21:43,PU637,Fox and SonsTechnology Startup,18,Michael Watson,72,TP-Link Kasa Security System Standard,Security System,TP-Link Kasa,10107.57,5,0.15,42957.17
701,2024-10-04 16:21:43,PU637,Fox and SonsTechnology Startup,18,Michael Watson,73,Arlo Smart Camera Ultra,Smart Camera,Arlo,4647.74,12,0.0,55772.88
58,2024-10-04 23:48:26,TI502,Bird-WilsonAppliance Retailer,3,Meagan King,78,Ecobee Smart Camera Pro,Smart Camera,Ecobee,5041.81,19,0.05,91004.67
64,2024-10-05 04:27:04,LP961,Cervantes-SpenceFacility Management Company,12,Zachary Owens,12,Honeywell Home Home Hub Indoor,Home Hub,Honeywell Home,1841.89,1,0.0,1841.89
64,2024-10-05 04:27:04,LP961,Cervantes-SpenceFacility Management Company,12,Zachary Owens,54,Ecobee Home Hub Outdoor,Home Hub,Ecobee,5106.62,8,0.05,38810.31
64,2024-10-05 04:27:04,LP961,Cervantes-SpenceFacility Management Company,12,Zachary Owens,57,Eufy Smart Plug Pro,Smart Plug,Eufy,730.44,18,0.05,12490.52
64,2024-10-05 04:27:04,LP961,Cervantes-SpenceFacility Management Company,12,Zachary Owens,68,Arlo Smart Speaker Premium,Smart Speaker,Arlo,5032.54,2,0.05,9561.83
64,2024-10-05 04:27:04,LP961,Cervantes-SpenceFacility Management Company,12,Zachary Owens,73,Arlo Smart Camera Ultra,Smart Camera,Arlo,4430.16,16,0.05,67338.43
44,2024-10-05 05:05:57,BN567,Garcia-RichardHome Improvement Store,18,Michael Watson,17,Honeywell Home Streaming Device Premium,Streaming Device,Honeywell Home,976.08,12,0.15,9956.02
44,2024-10-05 05:05:57,BN567,Garcia-RichardHome Improvement Store,18,Michael Watson,21,Philips Hue Robot Vacuum Ultra,Robot Vacuum,Philips Hue,6737.48,5,0.15,28634.29
44,2024-10-05 05:05:57,BN567,Garcia-RichardHome Improvement Store,18,Michael Watson,50,Belkin Wemo Smart Doorbell Mini,Smart Doorbell,Belkin Wemo,5058.7,18,0.05,86503.77
44,2024-10-05 05:05:57,BN567,Garcia-RichardHome Improvement Store,18,Michael Watson,74,Ecobee Smart TV Ultra,Smart TV,Ecobee,1682.6,2,0.2,2692.16
44,2024-10-05 05:05:57,BN567,Garcia-RichardHome Improvement Store,18,Michael Watson,87,Ring Smart Speaker Plus,Smart Speaker,Ring,4267.4,6,0.0,25604.4
972,2024-10-07 16:00:24,TM772,Smith LtdRetail Company,2,Jason Moreno,3,Arlo Smart Sensor Indoor,Smart Sensor,Arlo,3378.12,12,0.05,38510.57
972,2024-10-07 16:00:24,TM772,Smith LtdRetail Company,2,Jason Moreno,34,Arlo Smart TV Plus,Smart TV,Arlo,3014.74,17,0.1,46125.52
972,2024-10-07 16:00:24,TM772,Smith LtdRetail Company,2,Jason Moreno,82,Apple Home Smart Doorbell Essential,Smart Doorbell,Apple Home,4705.29,5,0.05,22350.13
972,2024-10-07 16:00:24,TM772,Smith LtdRetail Company,2,Jason Moreno,89,Ring Home Hub Pro,Home Hub,Ring,4206.17,14,0.1,52997.74
309,2024-10-08 10:07:46,LV223,Hawkins PLCSecurity Service Provider,1,Mark Payne,8,Arlo Smart Display Max,Smart Display,Arlo,3241.45,16,0.0,51863.2
309,2024-10-08 10:07:46,LV223,Hawkins PLCSecurity Service Provider,1,Mark Payne,46,Ring Smart Lock Ultra,Smart Lock,Ring,6168.95,19,0.1,105489.04
309,2024-10-08 10:07:46,LV223,Hawkins PLCSecurity Service Provider,1,Mark Payne,74,Ecobee Smart TV Ultra,Smart TV,Ecobee,1717.05,18,0.0,30906.9
309,2024-10-08 10:07:46,LV223,Hawkins PLCSecurity Service Provider,1,Mark Payne,79,Ring Smart Camera Premium,Smart Camera,Ring,9212.02,1,0.05,8751.42
657,2024-10-09 04:33:14,MW797,Gordon LLCE-commerce Company,12,Zachary Owens,5,TP-Link Kasa Smart Lighting Mini,Smart Lighting,TP-Link Kasa,4218.59,14,0.1,53154.23
657,2024-10-09 04:33:14,MW797,Gordon LLCE-commerce Company,12,Zachary Owens,42,Google Nest Smart Doorbell Essential,Smart Doorbell,Google Nest,9452.2,6,0.2,45370.56
657,2024-10-09 04:33:14,MW797,Gordon LLCE-commerce Company,12,Zachary Owens,70,Honeywell Home Smart Plug Essential,Smart Plug,Honeywell Home,3593.24,6,0.15,18325.52
559,2024-10-09 16:28:59,WQ694,Adkins-ChenAppliance Retailer,12,Zachary Owens,66,Apple Home Smart Display Max,Smart Display,Apple Home,1967.91,2,0.0,3935.82
559,2024-10-09 16:28:59,WQ694,Adkins-ChenAppliance Retailer,12,Zachary Owens,80,Ring Streaming Device Mini,Streaming Device,Ring,8141.21,3,0.0,24423.63
557,2024-10-10 18:46:02,EO425,Fields-HarrisHome Automation Company,16,Dustin White,18,Arlo Smart Lock Ultra,Smart Lock,Arlo,5908.05,15,0.1,79758.67
699,2024-10-11 07:37:13,UA828,Castillo PLCHome Improvement Store,4,Tyler Harrison,7,Apple Home Smart Doorbell Outdoor,Smart Doorbell,Apple Home,6715.25,2,0.1,12087.45
395,2024-10-13 02:00:29,XS276,James GroupSmall Business,16,Dustin White,5,TP-Link Kasa Smart Lighting Mini,Smart Lighting,TP-Link Kasa,4530.3,16,0.0,72484.8
395,2024-10-13 02:00:29,XS276,James GroupSmall Business,16,Dustin White,36,Arlo Robot Vacuum Mini,Robot Vacuum,Arlo,264.74,18,0.0,4765.32
395,2024-10-13 02:00:29,XS276,James GroupSmall Business,16,Dustin White,60,Wyze Smart Doorbell Essential,Smart Doorbell,Wyze,4755.82,9,0.1,38522.14
395,2024-10-13 02:00:29,XS276,James GroupSmall Business,16,Dustin White,85,Wyze Smart Thermostat Max,Smart Thermostat,Wyze,9980.16,16,0.0,159682.56
395,2024-10-13 02:00:29,XS276,James GroupSmall Business,16,Dustin White,89,Ring Home Hub Pro,Home Hub,Ring,4365.65,3,0.2,10477.56
